timestamp,acc_x,acc_y,acc_z,label
1.55E+12,-4.027,-6.053,-6.661,LYI
1.55E+12,-3.065,-6.113,-6.067,LYI
1.55E+12,-2.227,-6.199,-5.306,LYI
1.55E+12,-1.604,-6.237,-5.217,LYI
1.55E+12,-1.336,-6.12,-5.495,LYI
1.55E+12,-1.554,-5.892,-5.619,LYI
1.55E+12,-1.987,-5.567,-5.84,LYI
1.55E+12,-2.124,-5.49,-5.696,LYI
1.55E+12,-1.959,-5.471,-5.392,LYI
1.55E+12,-1.465,-5.291,-5.574,LYI
1.55E+12,-1.049,-5.445,-5.526,LYI
1.55E+12,-0.761,-6.994,-5.801,LYI
1.55E+12,-1.027,-10.508,-6.165,LYI
1.55E+12,-1.152,-10.221,-4.116,LYI
1.55E+12,-1.961,-6.474,-4.59,LYI
1.55E+12,-2.282,-6.953,-3.364,LYI
1.55E+12,-1.642,-7.659,-3.623,LYI
1.55E+12,-0.52,-7.204,-3.084,LYI
1.55E+12,0.773,-7.597,-2.844,LYI
1.55E+12,1.487,-7.765,-3.077,LYI
1.55E+12,1.132,-8.038,-4.556,LYI
1.55E+12,-0.002,-9.266,-5.658,LYI
1.55E+12,-0.675,-10.906,-5.43,LYI
1.55E+12,-0.697,-10.068,-4.506,LYI
1.55E+12,-1.118,-8.576,-4.671,LYI
1.55E+12,-1.913,-8.586,-4.523,LYI
1.55E+12,-2.267,-8.311,-4.681,LYI
1.55E+12,-2.138,-8.437,-4.7,LYI
1.55E+12,-1.963,-8.174,-4.628,LYI
1.55E+12,-1.08,-8.866,-4.061,LYI
1.55E+12,0.45,-9.189,-3.453,LYI
1.55E+12,1.698,-7.207,-3.35,LYI
1.55E+12,1.611,-7.298,-3.761,LYI
1.55E+12,1.022,-8.265,-3.979,LYI
1.55E+12,0.577,-8.509,-3.589,LYI
1.55E+12,0.302,-8.564,-3.359,LYI
1.55E+12,0.012,-9.503,-2.986,LYI
1.55E+12,-0.33,-10.542,-2.782,LYI
1.55E+12,-1.077,-10.762,-3.012,LYI
1.55E+12,-1.259,-10.815,-3.721,LYI
1.55E+12,-0.986,-9.275,-3.019,LYI
1.55E+12,-0.536,-8.148,-2.71,LYI
1.55E+12,0.23,-8.447,-2.114,LYI
1.55E+12,0.814,-8.797,-2.392,LYI
1.55E+12,1.415,-9.596,-2.729,LYI
1.55E+12,1.228,-10.674,-2.605,LYI
1.55E+12,0.634,-9.398,-2.061,LYI
1.55E+12,0.084,-7.839,-2.191,LYI
1.55E+12,-0.663,-7.997,-1.93,LYI
1.55E+12,-1.65,-8.296,-1.271,LYI
1.55E+12,-1.463,-7.935,-1.324,LYI
1.55E+12,-0.62,-9.151,-0.225,LYI
1.55E+12,0.464,-10.427,1.027,LYI
1.55E+12,-0.498,-9.879,1.695,LYI
1.55E+12,-0.639,-10.935,-0.824,LYI
1.55E+12,4.02,-12.75,-0.639,LYI
1.55E+12,2.852,-9.884,-0.206,LYI
1.55E+12,2.026,-9.24,2.306,LYI
1.55E+12,2.313,-9.857,1.626,LYI
1.55E+12,3.23,-10.085,0.704,LYI
1.55E+12,3.97,-10.379,0.893,LYI
1.55E+12,4.528,-9.364,1.434,LYI
1.55E+12,4.913,-7.887,2.15,LYI
1.55E+12,5.083,-7.24,2.076,LYI
1.55E+12,5.588,-8.277,1.085,LYI
1.55E+12,5.813,-10.686,0.577,LYI
1.55E+12,4.664,-13.734,0.184,LYI
1.55E+12,2.758,-13.41,-0.536,LYI
1.55E+12,1.93,-11.155,-0.579,LYI
1.55E+12,2.464,-9.864,0.318,LYI
1.55E+12,3.144,-9.026,0.821,LYI
1.55E+12,3.711,-8.624,0.031,LYI
1.55E+12,4.69,-8.969,-0.785,LYI
1.55E+12,4.389,-10.236,-1.451,LYI
1.55E+12,2.715,-10.942,-1.393,LYI
1.55E+12,1.906,-11.114,-1.489,LYI
1.55E+12,1.14,-9.73,-0.503,LYI
1.55E+12,0.888,-8.38,0.283,LYI
1.55E+12,1.53,-8.066,0.615,LYI
1.55E+12,2.5,-7.745,0.323,LYI
1.55E+12,2.751,-7.149,0.069,LYI
1.55E+12,3.479,-7.013,0.833,LYI
1.55E+12,4.377,-7.652,1.542,LYI
1.55E+12,4.717,-8.334,0.687,LYI
1.55E+12,5.023,-8.449,-0.069,LYI
1.55E+12,5.478,-9.582,-0.072,LYI
1.55E+12,6.67,-10.365,0.73,LYI
1.55E+12,7.786,-8.811,1.647,LYI
1.55E+12,7.422,-6.242,2.129,LYI
1.55E+12,7.858,-7.717,2.346,LYI
1.55E+12,8.658,-8.344,2.808,LYI
1.55E+12,8.459,-7.353,2.859,LYI
1.55E+12,6.761,-6.014,1.954,LYI
1.55E+12,4.144,-7.142,0.539,LYI
1.55E+12,2.234,-6.903,1.329,LYI
1.55E+12,2.212,-5.263,1.331,LYI
1.55E+12,2.72,-5.404,2.016,LYI
1.55E+12,3.905,-5.706,2.243,LYI
1.55E+12,-0.577,-9.764,-4.599,LYI
1.55E+12,-2.502,-10.367,-0.476,LYI
1.55E+12,-2.442,-10.089,1.513,LYI
1.55E+12,-1.99,-9.201,0.263,LYI
1.55E+12,-1.185,-8.928,-0.905,LYI
1.55E+12,-1.477,-9.91,0.551,LYI
1.55E+12,-1.025,-10.355,-0.129,LYI
1.55E+12,-0.785,-10.247,-0.362,LYI
1.55E+12,-0.577,-9.817,-0.05,LYI
1.55E+12,-0.194,-9.639,0.223,LYI
1.55E+12,-0.342,-9.905,1.037,LYI
1.55E+12,-0.417,-9.802,1.14,LYI
1.55E+12,-0.369,-9.608,0.986,LYI
1.55E+12,-0.199,-9.905,1.058,LYI
1.55E+12,-0.242,-10.204,1.185,LYI
1.55E+12,-0.481,-9.848,1.468,LYI
1.55E+12,0.045,-8.718,2.145,LYI
1.55E+12,0.646,-8.232,2.143,LYI
1.55E+12,0.941,-8.555,1.906,LYI
1.55E+12,1.223,-9.065,1.8,LYI
1.55E+12,0.845,-9.421,1.791,LYI
1.55E+12,0.429,-9.594,1.777,LYI
1.55E+12,0.429,-9.338,2.215,LYI
1.55E+12,0.649,-9.175,1.681,LYI
1.55E+12,0.967,-9.158,1.381,LYI
1.55E+12,1.501,-9.398,1.264,LYI
1.55E+12,1.712,-10.803,0,LYI
1.55E+12,1.769,-12.874,-0.795,LYI
1.55E+12,1.291,-12.252,-1.465,LYI
1.55E+12,0.544,-10.073,-0.613,LYI
1.55E+12,0.838,-9.793,0.084,LYI
1.55E+12,1.377,-10.068,0.11,LYI
1.55E+12,1.915,-9.611,0.215,LYI
1.55E+12,2.593,-9.532,0.048,LYI
1.55E+12,3.362,-10.075,-0.072,LYI
1.55E+12,3.33,-10.377,-0.668,LYI
1.55E+12,3.065,-10.262,-0.821,LYI
1.55E+12,2.169,-9.058,-0.596,LYI
1.55E+12,1.585,-8.619,-0.512,LYI
1.55E+12,1.398,-8.828,0.177,LYI
1.55E+12,1.721,-9.273,0.656,LYI
1.55E+12,1.925,-9.529,0.247,LYI
1.55E+12,1.719,-9.565,-0.412,LYI
1.55E+12,1.195,-9.362,-0.007,LYI
1.55E+12,1.401,-9.153,0.623,LYI
1.55E+12,2.083,-9.335,1.065,LYI
1.55E+12,2.27,-9.388,1.144,LYI
1.55E+12,2.358,-9.675,1.003,LYI
1.55E+12,2.112,-9.821,0.508,LYI
1.55E+12,1.767,-10.03,-0.206,LYI
1.55E+12,1.578,-9.776,-0.218,LYI
1.55E+12,1.76,-9.771,0.577,LYI
1.55E+12,1.832,-9.673,0.529,LYI
1.55E+12,1.808,-9.773,0.582,LYI
1.55E+12,1.726,-9.508,0.175,LYI
1.55E+12,1.839,-9.189,0.464,LYI
1.55E+12,1.817,-9.357,0.783,LYI
1.55E+12,1.642,-9.565,0.603,LYI
1.55E+12,1.499,-9.826,0.192,LYI
1.55E+12,1.458,-9.931,-0.096,LYI
1.55E+12,1.207,-9.781,-0.318,LYI
1.55E+12,0.998,-9.565,-0.239,LYI
1.55E+12,1.003,-9.687,0.163,LYI
1.55E+12,1.104,-9.795,0.409,LYI
1.55E+12,1.089,-9.86,0.378,LYI
1.55E+12,1.132,-9.975,-0.06,LYI
1.55E+12,1.288,-9.915,-0.089,LYI
1.55E+12,1.307,-9.982,-0.067,LYI
1.55E+12,1.276,-9.915,0.069,LYI
1.55E+12,1.144,-9.843,0.184,LYI
1.55E+12,0.91,-9.747,0.244,LYI
1.55E+12,0.852,-9.726,0.18,LYI
1.55E+12,0.898,-9.764,0.172,LYI
1.55E+12,1.032,-9.666,0.108,LYI
1.55E+12,1.046,-9.735,0.139,LYI
1.55E+12,1.087,-9.785,0.211,LYI
1.55E+12,0.977,-9.843,0.175,LYI
1.55E+12,0.709,-9.718,0.134,LYI
1.55E+12,0.658,-9.546,0.201,LYI
1.55E+12,0.704,-9.407,0.268,LYI
1.55E+12,0.845,-9.455,0.194,LYI
1.55E+12,0.953,-9.539,0.062,LYI
1.55E+12,0.948,-9.618,-0.041,LYI
1.55E+12,0.821,-9.608,-0.057,LYI
1.55E+12,0.663,-9.479,0.098,LYI
1.55E+12,0.548,-9.22,0.06,LYI
1.55E+12,0.414,-8.821,0.12,LYI
1.55E+12,0.455,-8.459,0.218,LYI
1.55E+12,0.62,-8.133,0.28,LYI
1.55E+12,0.639,-7.824,0.283,LYI
1.55E+12,0.455,-7.53,0.16,LYI
1.55E+12,0.618,-7.566,0.551,LYI
1.55E+12,0.733,-7.437,0.546,LYI
1.55E+12,0.536,-7.279,0.666,LYI
1.55E+12,1.298,-7.554,1.889,LYI
1.55E+12,2.378,-8.083,1.925,LYI
1.55E+12,2.308,-7.954,0.893,LYI
1.55E+12,1.329,-8.071,0.139,LYI
1.55E+12,0.371,-8.243,0.766,LYI
1.55E+12,0.299,-8.258,2.088,LYI
1.55E+12,0.654,-7.427,2.935,LYI
1.55E+12,1.659,-7.564,3.06,LYI
1.55E+12,2.507,-8.363,2.751,LYI
1.55E+12,2.196,-9.242,1.104,LYI
1.55E+12,1.398,-9.28,0.613,LYI
1.55E+12,1.738,-9.649,2.277,LYI
1.55E+12,2.662,-9.536,3.678,LYI
1.55E+12,2.971,-8.385,3.316,LYI
1.55E+12,2.536,-7.994,3.01,LYI
1.55E+12,2.186,-8.457,3.388,LYI
1.55E+12,2.473,-9.809,3.888,LYI
1.55E+12,2.231,-9.211,3.136,LYI
1.55E+12,1.602,-8.452,2.729,LYI
1.55E+12,0.713,-8.821,2.725,LYI
1.55E+12,0.352,-10.252,1.614,LYI
1.55E+12,0.072,-10.925,0.139,LYI
1.55E+12,0.182,-11.246,-1.566,LYI
1.55E+12,0.072,-11.349,-2.44,LYI
1.55E+12,0.182,-10.817,-2.363,LYI
1.55E+12,0.883,-9.251,-1.523,LYI
1.55E+12,1.528,-8.466,-0.151,LYI
1.55E+12,1.518,-6.302,1.185,LYI
1.55E+12,-0.548,-6.12,-2.15,LYI
1.55E+12,2.212,-9.007,0.069,LYI
1.55E+12,1.829,-8.301,0.163,LYI
1.55E+12,0.745,-5.071,0.048,LYI
1.55E+12,3.113,-8.131,0.864,LYI
1.55E+12,2.394,-12.096,0.024,LYI
1.55E+12,2.073,-9.63,-0.393,LYI
1.55E+12,2.093,-9.302,-0.484,LYI
1.55E+12,2.648,-8.366,0.757,LYI
1.55E+12,2.287,-7.734,0.247,LYI
1.55E+12,2.1,-7.896,1.166,LYI
1.55E+12,2.406,-10.087,1.125,LYI
1.55E+12,2.294,-13.238,-0.742,LYI
1.55E+12,2.188,-12.331,0.426,LYI
1.55E+12,2.234,-12.62,0.453,LYI
1.55E+12,1.192,-11.145,0.06,LYI
1.55E+12,1.322,-10.075,0.196,LYI
1.55E+12,1.477,-9.144,0.632,LYI
1.55E+12,1.456,-8.782,0.759,LYI
1.55E+12,1.451,-10.769,-0.651,LYI
1.55E+12,1.638,-9.031,0.642,LYI
1.55E+12,1.621,-9.596,0.05,LYI
1.55E+12,1.58,-10.149,0.326,LYI
1.55E+12,2.03,-10.03,0.405,LYI
1.55E+12,2.042,-10.063,0.529,LYI
1.55E+12,1.729,-9.838,0.632,LYI
1.55E+12,1.118,-9.18,0.749,LYI
1.55E+12,0.84,-8.749,0.812,LYI
1.55E+12,0.833,-8.794,0.812,LYI
1.55E+12,1.231,-9.378,0.579,LYI
1.55E+12,1.422,-9.781,0.239,LYI
1.55E+12,1.144,-10.334,0.053,LYI
1.55E+12,1.185,-10.236,0.259,LYI
1.55E+12,1.346,-9.888,0.704,LYI
1.55E+12,1.721,-9.168,0.883,LYI
1.55E+12,2.272,-8.931,1.147,LYI
1.55E+12,2.638,-8.919,1.401,LYI
1.55E+12,2.88,-9.208,1.451,LYI
1.55E+12,3.014,-9.749,1.456,LYI
1.55E+12,3.065,-9.888,1.449,LYI
1.55E+12,2.962,-9.594,1.429,LYI
1.55E+12,2.816,-9.335,1.489,LYI
1.55E+12,2.464,-9.204,1.458,LYI
1.55E+12,2.014,-9.39,1.245,LYI
1.55E+12,1.477,-9.67,1.274,LYI
1.55E+12,1.338,-9.793,1.336,LYI
1.55E+12,1.518,-9.84,1.353,LYI
1.55E+12,1.848,-9.723,0.991,LYI
1.55E+12,1.999,-9.673,0.725,LYI
1.55E+12,1.956,-9.572,0.666,LYI
1.55E+12,1.769,-9.369,0.804,LYI
1.55E+12,1.669,-9.235,1.073,LYI
1.55E+12,1.683,-9.285,0.903,LYI
1.55E+12,1.721,-9.433,0.656,LYI
1.55E+12,1.587,-9.642,0.642,LYI
1.55E+12,1.563,-9.761,0.735,LYI
1.55E+12,1.832,-9.678,0.766,LYI
1.55E+12,2.04,-9.362,0.888,LYI
1.55E+12,2.279,-9.323,0.867,LYI
1.55E+12,2.44,-9.17,0.62,LYI
1.55E+12,2.358,-8.885,0.431,LYI
1.55E+12,2.102,-8.677,0.146,LYI
1.55E+12,1.772,-8.454,-0.132,LYI
1.55E+12,1.113,-8.102,-0.376,LYI
1.55E+12,0.476,-7.848,-0.151,LYI
1.55E+12,0.845,-7.738,0.35,LYI
1.55E+12,1.156,-7.326,0.438,LYI
1.55E+12,1.358,-5.818,0.646,LYI
1.55E+12,0.986,-5.133,1.121,LYI
1.55E+12,1.065,-5.964,0.812,LYI
1.55E+12,1.156,-7.487,0.062,LYI
1.55E+12,1.927,-6.563,0.709,LYI
1.55E+12,2.107,-6.374,1.585,LYI
1.55E+12,1.568,-8.263,1.104,LYI
1.55E+12,0.994,-8.394,0.781,LYI
1.55E+12,1.81,-8.16,4.499,LYING
1.55E+12,1.058,-7.959,5.016,LYING
1.55E+12,-0.306,-6.907,3.232,LYING
1.55E+12,-1.686,-5.152,4.949,LYING
1.55E+12,-5.607,-2.174,9.046,LYING
1.55E+12,-11.145,1.252,11.679,LYING
1.55E+12,-14.107,0.213,8.873,LYING
1.55E+12,-19.561,-0.493,0.733,LYING
1.55E+12,-12.692,-1.93,2.761,LYING
1.55E+12,-3.805,-5.018,4.496,LYING
1.55E+12,-2.033,-10.271,8.507,LYING
1.55E+12,-7.36,-12.673,14.983,LYING
1.55E+12,-14.165,-13.037,27.699,LYING
1.55E+12,-12.259,-16.128,17.914,LYING
1.55E+12,-9.541,-4.429,16.513,LYING
1.55E+12,-6.879,-2.696,11.749,LYING
1.55E+12,-11.066,-6.793,9.972,LYING
1.55E+12,-9.232,-9.761,7.611,LYING
1.55E+12,-9.711,-4.923,6.481,LYING
1.55E+12,-9.579,-2.947,6.409,LYING
1.55E+12,-7.537,-3.101,5.502,LYING
1.55E+12,-5.746,-1.013,7.896,LYING
1.55E+12,-4.224,-0.297,9.405,LYING
1.55E+12,-4.458,0.642,8.653,LYING
1.55E+12,-5.291,1.089,6.824,LYING
1.55E+12,-5.67,-1.863,6.414,LYING
1.55E+12,-5.627,-2.483,5.39,LYING
1.55E+12,-4.815,-3.321,6.268,LYING
1.55E+12,-3.125,-2.899,6.469,LYING
1.55E+12,-1.326,-1.915,8.588,LYING
1.55E+12,-0.098,-1.137,9.639,LYING
1.55E+12,-0.278,0.038,9.35,LYING
1.55E+12,-1.731,-1.13,9.711,LYING
1.55E+12,-1.599,-1.563,9.395,LYING
1.55E+12,-2.303,-1.209,10.406,LYING
1.55E+12,-1.99,-0.907,10.367,LYING
1.55E+12,-1.065,-0.778,9.838,LYING
1.55E+12,-1.042,-0.917,11.651,LYING
1.55E+12,-1.209,-0.749,10.702,LYING
1.55E+12,-1.075,-0.783,9.931,LYING
1.55E+12,-0.919,-0.891,9.852,LYING
1.55E+12,-0.91,-1.061,10.159,LYING
1.55E+12,-0.699,-1.24,9.675,LYING
1.55E+12,-0.994,-1.154,9.532,LYING
1.55E+12,-0.881,-0.931,9.663,LYING
1.55E+12,-0.618,-0.814,9.101,LYING
1.55E+12,-0.613,-0.713,8.531,LYING
1.55E+12,-0.637,-0.68,8.806,LYING
1.55E+12,-0.706,-0.855,9.187,LYING
1.55E+12,-0.661,-0.97,9.601,LYING
1.55E+12,-0.567,-0.86,9.534,LYING
1.55E+12,-0.563,-0.74,9.374,LYING
1.55E+12,-0.891,-0.505,9.63,LYING
1.55E+12,-1.156,-0.524,9.742,LYING
1.55E+12,-1.334,-0.699,9.764,LYING
1.55E+12,-1.425,-0.601,9.783,LYING
1.55E+12,-1.398,-0.505,9.718,LYING
1.55E+12,-1.37,-0.285,9.52,LYING
1.55E+12,-1.542,-0.223,9.644,LYING
1.55E+12,-1.544,-0.115,9.632,LYING
1.55E+12,-1.542,-0.218,9.584,LYING
1.55E+12,-1.626,-0.038,9.426,LYING
1.55E+12,-1.731,-0.017,9.352,LYING
1.55E+12,-1.7,-0.077,9.328,LYING
1.55E+12,-1.544,-0.113,9.527,LYING
1.55E+12,-1.532,-0.108,9.757,LYING
1.55E+12,-1.293,-0.201,9.472,LYING
1.55E+12,-1.173,-0.338,9.103,LYING
1.55E+12,-1.037,-0.462,9.625,LYING
1.55E+12,-0.769,-0.548,10.089,LYING
1.55E+12,-0.582,-0.658,10.221,LYING
1.55E+12,-0.544,-0.666,10.092,LYING
1.55E+12,-0.287,-0.666,9.927,LYING
1.55E+12,-0.012,-0.675,10.068,LYING
1.55E+12,0.16,-0.646,10.106,LYING
1.55E+12,0.244,-0.587,10.046,LYING
1.55E+12,0.213,-0.713,9.754,LYING
1.55E+12,0.419,-0.654,9.723,LYING
1.55E+12,0.503,-0.816,9.546,LYING
1.55E+12,0.721,-0.848,9.548,LYING
1.55E+12,0.783,-0.939,9.711,LYING
1.55E+12,-3.931,1.777,-3.8,SDL
1.55E+12,-5.49,0.488,1.334,SDL
1.55E+12,-1.24,-2.267,-7.382,SDL
1.55E+12,4.164,-4.073,-9.908,SDL
1.55E+12,6.931,-4.54,-2.988,SDL
1.55E+12,9.52,-4.188,-1.64,SDL
1.55E+12,21.187,-2.378,1.528,SDL
1.55E+12,27.716,-2.109,7.808,SDL
1.55E+12,5.148,2.301,3.311,SDL
1.55E+12,9.048,-3.651,-0.936,SDL
1.55E+12,8.299,-2.694,0.572,SDL
1.55E+12,9.704,-3.721,0.551,SDL
1.55E+12,9.043,-3.342,-0.898,SDL
1.55E+12,8.344,-3.266,-0.12,SDL
1.55E+12,6.773,-2.598,1.753,SDL
1.55E+12,8.483,-5.655,2.852,SDL
1.55E+12,8.849,-6.012,-0.237,SDL
1.55E+12,9.52,-5.665,-0.721,SDL
1.55E+12,8.459,-4.717,-0.16,SDL
1.55E+12,8.964,-5.564,1.149,SDL
1.55E+12,7.961,-5.677,-0.048,SDL
1.55E+12,8.339,-5.56,0.536,SDL
1.55E+12,8.114,-4.887,-0.326,SDL
1.55E+12,7.604,-4.999,-1.322,SDL
1.55E+12,7.741,-4.367,0.972,SDL
1.55E+12,5.847,-4.645,-0.192,SDL
1.55E+12,9.319,-5.485,3.769,SDL
1.55E+12,8.05,-7.113,1.245,SDL
1.55E+12,8.351,-8.454,-0.936,SDL
1.55E+12,8.933,-7.221,0.431,SDL
1.55E+12,8.485,-7.192,0.002,SDL
1.55E+12,7.793,-6.457,0.158,SDL
1.55E+12,8.775,-7.19,0.098,SDL
1.55E+12,6.951,-6.527,1.132,SDL
1.55E+12,7.695,-6.022,0.505,SDL
1.55E+12,6.527,-4.36,-0.125,SDL
1.55E+12,7.64,-6.093,0.654,SDL
1.55E+12,7.652,-6.761,1.13,SDL
1.55E+12,8.078,-7.085,1.166,SDL
1.55E+12,8.236,-6.371,1.159,SDL
1.55E+12,8.232,-6.522,0.752,SDL
1.55E+12,7.022,-6.453,0.702,SDL
1.55E+12,6.706,-4.839,0.541,SDL
1.55E+12,7.872,-4.949,-0.036,SDL
1.55E+12,8.619,-4.762,-0.51,SDL
1.55E+12,7.171,-7.046,-0.455,SDL
1.55E+12,5.562,-7.336,0.249,SDL
1.55E+12,10.329,-7.305,-2.373,SDL
1.55E+12,8.607,-5.938,-0.041,SDL
1.55E+12,8.442,-6.637,0.227,SDL
1.55E+12,8.162,-6.441,0.555,SDL
1.55E+12,8.533,-6.491,0.919,SDL
1.55E+12,8.164,-6.223,0.464,SDL
1.55E+12,7.808,-6.584,0.582,SDL
1.55E+12,7.415,-5.718,0.184,SDL
1.55E+12,7.437,-5.627,0.12,SDL
1.55E+12,7.963,-6.362,0.46,SDL
1.55E+12,7.801,-6.144,-0.213,SDL
1.55E+12,7.767,-6.496,-0.086,SDL
1.55E+12,7.954,-6.802,-0.125,SDL
1.55E+12,7.207,-6.8,-0.048,SDL
1.55E+12,6.342,-5.504,-0.338,SDL
1.55E+12,6.632,-5.49,-0.596,SDL
1.55E+12,7.245,-6.11,0.005,SDL
1.55E+12,7.544,-6.769,0.062,SDL
1.55E+12,7.657,-7.049,0.165,SDL
1.55E+12,7.468,-6.907,0.666,SDL
1.55E+12,7.006,-6.819,1.324,SDL
1.55E+12,8.272,-7.142,-0.996,SDL
1.55E+12,6.51,-6.148,-3.347,SDL
1.55E+12,5.904,-6.39,-2.021,SDL
1.55E+12,6.582,-6.781,-1.075,SDL
1.55E+12,7.156,-6.697,-1.317,SDL
1.55E+12,7.006,-6.893,-1.214,SDL
1.55E+12,6.948,-7.075,-1.259,SDL
1.55E+12,6.927,-6.919,-1.551,SDL
1.55E+12,6.929,-6.888,-1.52,SDL
1.55E+12,7.075,-6.984,-1.477,SDL
1.55E+12,7.331,-6.975,-1.463,SDL
1.55E+12,7.413,-6.876,-1.537,SDL
1.55E+12,7.36,-6.797,-1.532,SDL
1.55E+12,7.288,-6.661,-1.295,SDL
1.55E+12,7.343,-6.472,-1.121,SDL
1.55E+12,7.274,-6.235,-1.176,SDL
1.55E+12,7.046,-6.048,-1.109,SDL
1.55E+12,6.893,-6.086,-1.089,SDL
1.55E+12,6.778,-6.297,-1.295,SDL
1.55E+12,6.824,-6.548,-1.422,SDL
1.55E+12,6.852,-6.62,-1.326,SDL
1.55E+12,6.884,-6.318,-1.173,SDL
1.55E+12,6.989,-6.026,-1.19,SDL
1.55E+12,7.133,-5.847,-1.281,SDL
1.55E+12,7.262,-5.907,-1.307,SDL
1.55E+12,7.458,-5.775,-1.212,SDL
1.55E+12,7.619,-5.624,-1.07,SDL
1.55E+12,7.846,-5.78,-0.733,SDL
1.55E+12,7.317,-5.902,-1.183,SDL
1.55E+12,7.125,-6.472,-0.809,SDL
1.55E+12,6.97,-6.508,-0.632,SDL
1.55E+12,7.173,-6.309,-0.591,SDL
1.55E+12,7.372,-6.055,-0.555,SDL
1.55E+12,7.228,-5.854,-0.35,SDL
1.55E+12,6.771,-5.789,0.129,SDL
1.55E+12,6.625,-5.653,0.069,SDL
1.55E+12,6.735,-5.531,-0.002,SDL
1.55E+12,6.793,-5.39,0.125,SDL
1.55E+12,6.855,-5.32,0.17,SDL
1.55E+12,7.097,-5.37,-0.091,SDL
1.55E+12,7.401,-5.804,0.091,SDL
1.55E+12,7.197,-6.084,0.534,SDL
1.55E+12,6.666,-6.093,0.663,SDL
1.55E+12,6.517,-5.763,0.211,SDL
1.55E+12,6.702,-5.835,0.254,SDL
1.55E+12,6.369,-5.744,0.512,SDL
1.55E+12,5.847,-5.449,0.651,SDL
1.55E+12,5.564,-5.047,0.474,SDL
1.55E+12,5.449,-4.36,0.824,SDL
1.55E+12,5.478,-3.623,1.255,SDL
1.55E+12,5.813,-3.172,0.91,SDL
1.55E+12,5.739,-2.739,0.448,SDL
1.55E+12,5.162,-2.638,0.527,SDL
1.55E+12,4.585,-2.674,0.666,SDL
1.55E+12,3.613,-2.914,0.627,SDL
1.55E+12,2.593,-3.148,-0.163,SDL
1.55E+12,1.793,-3.213,-0.831,SDL
1.55E+12,1.197,-3.438,0.089,SDL
1.55E+12,1.221,-3.778,1.326,SDL
1.55E+12,1.781,-3.759,0.797,SDL
1.55E+12,2.368,-2.978,0.723,SDL
1.55E+12,2.674,-1.556,0.974,SDL
1.55E+12,2.468,-0.994,0.057,SDL
1.55E+12,1.528,-1.449,-0.05,SDL
1.55E+12,1.164,-2.239,0.074,SDL
1.55E+12,1.465,-1.305,-0.031,SDL
1.55E+12,3.773,-2.538,-0.385,SDL
1.55E+12,9.362,-10.707,2.964,SDL
1.55E+12,-9.45,-26.993,-3.457,SDL
1.55E+12,-6.697,-46.957,-17.282,SDL
1.55E+12,-29.61,-76.162,21.544,SDL
1.55E+12,12.041,-18.012,-21.414,SDL
1.55E+12,11.385,-26.773,-13.219,SDL
1.55E+12,8.873,-15.393,-4.623,SDL
1.55E+12,3.441,-6.819,-2.222,SDL
1.55E+12,-1.731,-0.084,-4.415,SDL
1.55E+12,-14.184,3.462,-6.328,SDL
1.55E+12,-13.719,-3.06,-7.101,SDL
1.55E+12,-7.008,-6.963,-6.852,SDL
1.55E+12,-7.281,-5.006,-2.344,SDL
1.55E+12,-10.271,-1.985,-2.533,SDL
1.55E+12,-12.608,-2.124,-4.913,SDL
1.55E+12,-12.915,-2.435,-4.899,SDL
1.55E+12,-11.651,-1.36,-4.549,SDL
1.55E+12,-8.433,-0.266,-4.149,SDL
1.55E+12,-7.07,-0.105,-4.566,SDL
1.55E+12,-8.425,-2.241,-3.249,SDL
1.55E+12,-8.416,-4.652,-3.151,SDL
1.55E+12,-5.157,-4.973,-3.402,SDL
1.55E+12,-3.915,-3.651,-3.91,SDL
1.55E+12,-6.18,-2.361,-2.478,SDL
1.55E+12,-7.001,-3.476,-3.591,SDL
1.55E+12,-7.283,-5.332,-5.231,SDL
1.55E+12,-7.133,-6.235,-5.792,SDL
1.55E+12,-7.006,-6.239,-4.815,SDL
1.55E+12,-6.307,-7.075,-4.949,SDL
1.55E+12,-6.086,-7.959,-5.05,SDL
1.55E+12,-7.508,-7.441,-3.793,SDL
1.55E+12,-7.808,-6.462,-3.67,SDL
1.55E+12,-6.433,-6.73,-3.644,SDL
1.55E+12,-5.674,-7.281,-2.816,SDL
1.55E+12,-5.911,-7.24,-2.83,SDL
1.55E+12,-5.799,-7.252,-3.982,SDL
1.55E+12,-5.885,-7.836,-4.207,SDL
1.55E+12,-6.072,-7.875,-3.467,SDL
1.55E+12,-5.888,-7.14,-3.177,SDL
1.55E+12,10.08,21.656,-1.736,SDL
1.55E+12,24.903,59.045,3.156,SDL
1.55E+12,58.806,2.718,2.112,SDL
1.55E+12,19.087,1.544,-18.371,SDL
1.55E+12,14.744,8.938,-10.451,SDL
1.55E+12,7.142,-1.8,-3.445,SDL
1.55E+12,12.098,-6.347,5.069,SDL
1.55E+12,21.364,-8.682,-6.819,SDL
1.55E+12,12.575,-2.121,-4.868,SDL
1.55E+12,6.069,2.184,-0.565,SDL
1.55E+12,1.834,4.008,-5.629,SDL
1.55E+12,7.525,-6.946,-4.288,SDL
1.55E+12,11.787,-16.928,0.9,SDL
1.55E+12,14.325,-10.032,0.125,SDL
1.55E+12,13.671,-6.208,-2.16,SDL
1.55E+12,9.96,-6.63,-3.249,SDL
1.55E+12,6.793,-5.318,-2.129,SDL
